"","id","provstate","city","latitude","longitude","doubtterr","success","attacktype1_txt","targtype1_txt","natlty1_txt","gname","nperps","nperpcap","claimed","claimmode_txt","weaptype1_txt","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","propvalue","INT_IDEO","INT_MISC","president_party","state_governor_party","date"
"1502",1501,"Indiana","Fort Wayne",41.079273,-85.139351,FALSE,FALSE,"Assassination","NGO","United States","White extremists",1,1,FALSE,NA,"Firearms",0,0,0,1,1,0,NA,NA,FALSE,"Democratic","Republican",1980-05-29
"1503",1502,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Yugoslavia","Croatian Freedom Fighters",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Democratic",NA,1980-06-03
"1504",1503,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States","Croatian Freedom Fighters",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,6000,FALSE,FALSE,"Democratic","Democrat",1980-06-04
"1505",1504,"Ohio","Cincinnati",39.174345,-84.475014,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",1,1,FALSE,NA,"Firearms",2,2,0,0,0,0,NA,NA,FALSE,"Democratic","Republican",1980-06-08
"1506",1505,"Illinois","Lake Forest",42.251035,-87.841729,NA,FALSE,"Bombing/Explosion","Airports & Aircraft","United States","Anti-Technology extremists",1,NA,NA,NA,"Explosives",0,0,NA,1,1,NA,NA,NA,FALSE,"Democratic","Republican",1980-06-10
"1507",1506,"California","Beverly Hills",34.081074,-118.394081,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Iran",NA,NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,NA,NA,TRUE,"Democratic","Democrat",1980-06-10
"1508",1507,"Pennsylvania","Johnstown",40.32726,-78.918354,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",1,1,FALSE,NA,"Firearms",2,2,0,0,0,0,NA,NA,FALSE,"Democratic","Republican",1980-06-15
"1509",1508,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Facility/Infrastructure Attack","Journalists & Media","United States",NA,NA,NA,FALSE,NA,"Incendiary",0,0,0,0,0,0,5000,NA,FALSE,"Democratic",NA,1980-06-16
"1510",1509,"Puerto Rico","Juana Diaz",18.051399,-66.506689,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States","Organization of Volunteers for the Puerto Rican Revolution",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Democratic","New Progressive Party",1980-07-14
"1511",1510,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States","Organization of Volunteers for the Puerto Rican Revolution",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Democratic","New Progressive Party",1980-07-14
"1514",1513,"Puerto Rico","Mayaguez",18.201318,-67.145125,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States","Organization of Volunteers for the Puerto Rican Revolution",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Democratic","New Progressive Party",1980-07-14
"1515",1514,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (General)","Israel","Jewish Defense League (JDL)",4,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Democratic","Democrat",1980-07-17
"1517",1516,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Revolutionary Commandos of the People (CRP)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,5000,FALSE,FALSE,"Democratic","New Progressive Party",1980-07-21
"1518",1517,"Maryland","Bethesda",38.98637,-77.096919,FALSE,TRUE,"Assassination","Private Citizens & Property","Iran","Black Muslims",1,NA,NA,NA,"Firearms",1,0,NA,0,NA,NA,NA,TRUE,TRUE,"Democratic","Democrat",1980-07-22
"1519",1518,"California","Torrance",33.835849,-118.340629,FALSE,TRUE,"Assassination","Private Citizens & Property","China","Worldwide Organization of Native Taiwanese",NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,TRUE,"Democratic","Democrat",1980-07-30
"1520",1519,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Assassination","Private Citizens & Property","Iran","Black American Moslems",1,NA,NA,NA,"Firearms",1,0,NA,0,0,NA,NA,TRUE,TRUE,"Democratic","Democrat",1980-07-31
"1521",1520,"Michigan","Detroit",42.331685,-83.047924,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Ku Klux Klan",8,8,FALSE,NA,"Firearms",0,0,0,0,0,0,NA,FALSE,FALSE,"Democratic","Republican",1980-08-04
"1522",1521,"California","Berkeley",37.874043,-122.280022,FALSE,FALSE,"Bombing/Explosion","Educational Institution","Iran",NA,NA,NA,NA,NA,"Explosives",0,0,NA,1,NA,NA,NA,NA,TRUE,"Democratic","Democrat",1980-08-20
"1523",1522,"Utah","Salt Lake City",40.759505,-111.888229,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",1,1,FALSE,NA,"Firearms",2,2,0,1,1,0,NA,NA,FALSE,"Democratic","Democrat",1980-08-20
"1524",1523,"Puerto Rico","Yauco",18.03496,-66.849844,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,FALSE,"Democratic","New Progressive Party",1980-08-25
"1525",1524,"Puerto Rico","Hato Rey",18.386932,-66.061127,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,FALSE,"Democratic","New Progressive Party",1980-08-25
"1526",1525,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Assassination","Government (Diplomatic)","Cuba","Omega-7",NA,NA,NA,NA,"Firearms",1,0,NA,0,NA,NA,NA,FALSE,TRUE,"Democratic","Democrat",1980-09-12
"1527",1526,"California","Berkeley",37.874043,-122.280022,FALSE,TRUE,"Bombing/Explosion","Business","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,FALSE,"Democratic","Democrat",1980-09-20
"1528",1527,"Arizona","Phoenix",33.44826,-112.075774,FALSE,TRUE,"Facility/Infrastructure Attack","Journalists & Media","United States","Jewish Defense League (JDL)",NA,NA,NA,NA,"Incendiary",0,0,0,0,0,0,NA,FALSE,FALSE,"Democratic","Democrat",1980-09-30
"1529",1528,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Armed Assault","Journalists & Media","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,FALSE,"Democratic","Democrat",1980-10-01
"1530",1529,"Connecticut","Manchester",41.76857,-72.520664,FALSE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","White extremists",3,2,NA,NA,"Incendiary",0,0,0,0,0,0,7800,NA,FALSE,"Democratic","Democrat",1980-10-02
"1531",1530,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Assassination","Government (Diplomatic)","Turkey","Justice Commandos for the Armenian Genocide",NA,NA,NA,NA,"Incendiary",0,0,NA,1,NA,NA,NA,TRUE,TRUE,"Democratic","Democrat",1980-10-06
"1533",1532,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","Justice Commandos for the Armenian Genocide",NA,NA,NA,NA,"Explosives",0,0,NA,1,NA,NA,NA,TRUE,FALSE,"Democratic","Democrat",1980-10-12
"1534",1533,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Turkey","Justice Commandos for the Armenian Genocide",NA,NA,NA,NA,"Explosives",0,0,NA,5,NA,NA,NA,TRUE,TRUE,"Democratic","Democrat",1980-10-12
"1535",1534,"Colorado","Fort Collins",40.581505,-105.076264,TRUE,TRUE,"Assassination","Private Citizens & Property","Libya","Gaddafi loyalists",1,1,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,TRUE,"Democratic","Democrat",1980-10-14
"1536",1535,"Ohio","Youngstown",41.0981,-80.650789,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",3,3,NA,NA,"Firearms",1,1,0,0,0,0,NA,NA,FALSE,"Democratic","Republican",1980-11-01
"1537",1536,"Puerto Rico","San Juan",18.386932,-66.061127,NA,TRUE,"Hostage Taking (Barricade Incident)","Business","United States",NA,NA,NA,NA,NA,"Firearms",0,0,NA,0,NA,NA,2376039,NA,FALSE,"Democratic","New Progressive Party",1980-11-21
"1538",1537,"California","Los Angeles",34.114453,-118.059512,FALSE,TRUE,"Facility/Infrastructure Attack","Religious Figures/Institutions","United States","Neo-Nazi extremists",2,2,FALSE,NA,"Incendiary",0,0,0,0,0,0,1e+05,NA,FALSE,"Democratic","Democrat",1980-12-06
"1539",1538,"District of Columbia","Washington",38.908642,-77.015381,TRUE,FALSE,"Bombing/Explosion","Terrorists/Non-State Militia","West Bank and Gaza Strip","Hatikvah Leumi or National Hope",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Democratic",NA,1980-12-10
"1540",1539,"California","Los Angeles",34.097866,-118.407379,FALSE,FALSE,"Assassination","Government (General)","United States","Croatian Liberation Army",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,FALSE,"Democratic","Democrat",1980-12-17
"1541",1540,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Transportation","United States","Puerto Rican Armed Resistance",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Democratic","Democrat",1980-12-21
"1544",1543,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Macheteros",NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","New Progressive Party",1981-01-08
"1545",1544,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Macheteros",NA,NA,NA,NA,"Incendiary",0,0,0,0,NA,0,NA,FALSE,FALSE,"Republican","New Progressive Party",1981-01-08
"1546",1545,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Macheteros",NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","New Progressive Party",1981-01-08
"1547",1546,"Puerto Rico","San Juan",18.386932,-66.061127,TRUE,TRUE,"Bombing/Explosion","Military","United States","Macheteros",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,4.5e+07,FALSE,FALSE,"Republican","New Progressive Party",1981-01-12
"1548",1547,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat",1981-01-23
"1549",1548,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Bombing/Explosion","Business","Iran","Jewish Defense League (JDL)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-01-26
"1550",1549,"California","Los Angeles",34.097866,-118.407379,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","Switzerland","Armenian Secret Army for the Liberation of Armenia",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-02-03
"1551",1550,"Oregon","Eugene",44.04483,-123.072606,TRUE,TRUE,"Facility/Infrastructure Attack","Educational Institution","United States","Revolutionary Communist Youth Brigade (RCYB)",2,2,TRUE,"Personal claim","Incendiary",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Republican",1981-02-09
"1552",1551,"Tennessee","Memphis",35.14968,-90.048929,FALSE,TRUE,"Hostage Taking (Kidnapping)","Private Citizens & Property","United States","Ku Klux Klan",3,2,TRUE,"Other","Firearms",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Republican",1981-02-13
"1553",1552,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armenian Secret Army for the Liberation of Armenia",1,1,TRUE,NA,"Explosives",0,0,0,0,0,0,NA,TRUE,FALSE,"Republican","Democrat",1981-02-22
"1554",1553,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","Puerto Rico","Armed Forces of Popular Resistance (FARP)",NA,NA,TRUE,"Letter","Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","New Progressive Party",1981-03-15
"1555",1554,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,2,NA,NA,NA,NA,FALSE,"Republican","Democrat",1981-03-17
"1556",1555,"Connecticut","Danbury",41.392682,-73.453592,TRUE,FALSE,"Hostage Taking (Barricade Incident)","Business","United States","May 19 Communist Order",3,2,FALSE,NA,"Firearms",0,0,0,1,1,0,NA,TRUE,TRUE,"Republican","Democrat",1981-03-23
"1557",1556,"Alabama","Mobile",30.686395,-88.053239,FALSE,TRUE,"Hostage Taking (Kidnapping)","Private Citizens & Property","United States","Ku Klux Klan",2,NA,NA,NA,"Melee",1,1,NA,0,0,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1981-03-26
"1558",1557,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Government (Diplomatic)","Soviet Union",NA,1,NA,FALSE,NA,"Firearms",0,0,0,0,0,0,NA,NA,TRUE,"Republican","Democrat",1981-04-11
"1559",1558,"Florida","Miami",25.774591,-80.214195,TRUE,FALSE,"Assassination","Journalists & Media","United States",NA,2,NA,FALSE,NA,"Firearms",0,0,0,1,1,0,NA,NA,FALSE,"Republican","Democrat",1981-04-21
"1560",1559,"Puerto Rico","Santurce",18.386932,-66.061127,FALSE,TRUE,"Hostage Taking (Barricade Incident)","Business","Puerto Rico","Macheteros",4,NA,TRUE,"Letter","Firearms",0,0,0,0,0,0,348000,FALSE,FALSE,"Republican","New Progressive Party",1981-04-21
"1561",1560,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Facility/Infrastructure Attack","Business","Iran","Imperial Iranian Patriotic Organization",NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,1000,TRUE,TRUE,"Republican",NA,1981-04-27
"1562",1561,"Puerto Rico","San Juan",18.386932,-66.061127,NA,TRUE,"Armed Assault","Government (General)","Puerto Rico",NA,NA,NA,NA,NA,"Firearms",0,0,NA,0,NA,NA,NA,NA,FALSE,"Republican","New Progressive Party",1981-05-01
"1563",1562,"Puerto Rico","Carolina",18.380782,-65.957387,FALSE,FALSE,"Assassination","Government (General)","Puerto Rico",NA,NA,NA,NA,NA,"Firearms",0,0,NA,1,NA,NA,NA,NA,FALSE,"Republican","New Progressive Party",1981-05-05
"1564",1563,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States","Puerto Rican Armed Resistance",NA,NA,NA,NA,"Explosives",1,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat",1981-05-16
"1565",1564,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","International","Puerto Rican Armed Resistance",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-05-18
"1566",1565,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","International","Puerto Rican Armed Resistance",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-05-18
"1567",1566,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","International","Puerto Rican Armed Resistance",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-05-21
"1568",1567,"Tennessee","Nashville",36.167783,-86.778365,FALSE,FALSE,"Bombing/Explosion","Religious Figures/Institutions","United States","Ku Klux Klan",3,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1981-05-26
"1569",1568,"Oregon","Toledo",44.622266,-123.937354,FALSE,TRUE,"Facility/Infrastructure Attack","Airports & Aircraft","United States","People's Brigade For A Healthy Genetic Future",NA,2,FALSE,NA,NA,0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Republican",1981-05-29
"1570",1569,"New York","New York City",40.697132,-73.931351,TRUE,TRUE,"Hostage Taking (Barricade Incident)","Business","United States","May 19 Communist Order",10,8,FALSE,NA,"Firearms",1,1,0,1,1,0,292000,FALSE,FALSE,"Republican","Democrat",1981-06-02
"1571",1570,"California","Los Angeles",34.097866,-118.407379,NA,TRUE,"Bombing/Explosion","Private Citizens & Property","Turkey",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,TRUE,"Republican","Democrat",1981-06-03
"1572",1571,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","Turkey",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,TRUE,"Republican","Democrat",1981-06-03
"1574",1573,"California","Torrance",33.835849,-118.340629,FALSE,TRUE,"Facility/Infrastructure Attack","NGO","United States","Jewish Defenders",NA,NA,TRUE,"Call (pre-incident)","Incendiary",0,0,0,0,0,0,200,FALSE,FALSE,"Republican","Democrat",1981-06-25
"1577",1576,"Maryland","College Park",38.988155,-76.931633,FALSE,TRUE,"Bombing/Explosion","Educational Institution","China",NA,NA,NA,FALSE,NA,"Explosives",1,0,0,4,0,0,1e+05,NA,TRUE,"Republican","Democrat",1981-06-27
"1578",1577,"Puerto Rico","Ponce",18.011091,-66.614182,FALSE,FALSE,"Bombing/Explosion","Business","Spain","Organization of Volunteers for the Puerto Rican Revolution",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","New Progressive Party",1981-06-30
"1579",1578,"Utah","Spanish Valley",38.495161,-109.458945,FALSE,TRUE,"Facility/Infrastructure Attack","Utilities","United States",NA,NA,NA,FALSE,NA,"Sabotage Equipment",0,0,0,0,0,0,10000,NA,FALSE,"Republican","Democrat",1981-07-03
"1580",1579,"Utah","Ogden",41.222365,-111.970459,TRUE,TRUE,"Assassination","Private Citizens & Property","Libya","Qaddafi loyalists",NA,NA,FALSE,NA,"Firearms",1,0,0,0,0,0,NA,FALSE,TRUE,"Republican","Democrat",1981-07-17
"1581",1580,"California","San Francisco",37.755363,-122.443352,TRUE,TRUE,"Assassination","Journalists & Media","Vietnam","Anti-Communist Viets Organization",1,0,TRUE,"Letter","Firearms",1,0,0,0,0,0,NA,TRUE,TRUE,"Republican","Democrat",1981-07-21
"1582",1581,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Armed Assault","Government (Diplomatic)","Iran","Mujahedin-e Khalq (MEK)",24,NA,NA,NA,"Firearms",0,0,NA,3,NA,NA,NA,TRUE,TRUE,"Republican",NA,1981-08-07
"1583",1582,"Puerto Rico","San Juan",18.386932,-66.061127,TRUE,TRUE,"Assassination","Military","United States",NA,NA,NA,NA,NA,"Firearms",1,0,NA,1,NA,NA,NA,NA,FALSE,"Republican","New Progressive Party",1981-08-17
"1584",1583,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","Liberia","Black Brigade (United States)",NA,NA,TRUE,"Other","Incendiary",0,0,0,0,0,0,5000,TRUE,TRUE,"Republican",NA,1981-08-20
"1587",1586,"Puerto Rico","Laguna Gardens",18.42902,-66.015859,FALSE,TRUE,"Bombing/Explosion","Utilities","Puerto Rico","Grupo Estrella",NA,NA,TRUE,"Call (post-incident)","Explosives",0,0,0,0,0,0,30000,FALSE,FALSE,"Republican","New Progressive Party",1981-08-27
"1588",1587,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","Soviet Union","Thunder of Zion",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-09-01
"1589",1588,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Government (Diplomatic)","Soviet Union","Jewish Defense League (JDL)",NA,NA,NA,NA,"Incendiary",0,0,0,0,0,0,NA,TRUE,TRUE,"Republican","Democrat",1981-09-03
"1590",1589,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Government (Diplomatic)","Soviet Union","Jewish Defense League (JDL)",NA,NA,NA,NA,"Incendiary",0,0,0,0,0,0,NA,TRUE,TRUE,"Republican","Democrat",1981-09-04
"1591",1590,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","Soviet Union","Jewish Defense League (JDL)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-09-05
"1592",1591,"Florida","Miami",25.774591,-80.214195,FALSE,TRUE,"Facility/Infrastructure Attack","Journalists & Media","Spain","Omega-7",NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-09-11
"1593",1592,"Florida","Miami",25.774591,-80.214195,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Mexico","Omega-7",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,2e+06,TRUE,TRUE,"Republican","Democrat",1981-09-11
"1594",1593,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Mexico","Omega-7",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-09-12
"1595",1594,"Puerto Rico","Bayamon",18.369196,-66.165967,FALSE,FALSE,"Bombing/Explosion","Utilities","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,FALSE,"Republican","New Progressive Party",1981-09-14
"1596",1595,"Puerto Rico","Bayamon",18.369196,-66.165967,FALSE,FALSE,"Bombing/Explosion","Utilities","United States",NA,NA,NA,NA,NA,"Explosives",0,0,0,0,NA,0,NA,NA,FALSE,"Republican","New Progressive Party",1981-09-14
"1597",1596,"Puerto Rico","Bayamon",18.369196,-66.165967,FALSE,FALSE,"Bombing/Explosion","Utilities","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,FALSE,"Republican","New Progressive Party",1981-09-14
"1598",1597,"New York","Schenectady",42.81226,-73.941026,NA,TRUE,"Bombing/Explosion","Business","South Africa",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,TRUE,"Republican","Democrat",1981-09-22
"1599",1598,"Florida","Miami",25.774591,-80.214195,FALSE,FALSE,"Bombing/Explosion","Journalists & Media","Spain","Omega-7",NA,NA,TRUE,NA,"Explosives",0,0,0,0,0,0,NA,TRUE,TRUE,"Republican","Democrat",1981-09-24
"1600",1599,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armenian Secret Army for the Liberation of Armenia",NA,NA,TRUE,"Letter","Explosives",0,0,0,0,0,0,NA,TRUE,FALSE,"Republican","Democrat",1981-10-01
"1601",1600,"District of Columbia","Washington",38.908642,-77.015381,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","South Africa",NA,NA,NA,NA,NA,"Explosives",0,0,0,0,0,0,NA,NA,TRUE,"Republican",NA,1981-10-04
"1602",1601,"Maryland","Langley Park",38.990372,-76.984495,TRUE,TRUE,"Armed Assault","Private Citizens & Property","United States",NA,1,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,NA,FALSE,"Republican","Democrat",1981-10-06
"1603",1602,"Utah","Salt Lake City",40.759505,-111.888229,FALSE,FALSE,"Bombing/Explosion","Educational Institution","United States","Anti-Technology extremists",1,NA,NA,NA,"Explosives",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Democrat",1981-10-08
"1604",1603,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","Egypt","Jewish Defense League (JDL)",NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-10-25
"1605",1604,"Puerto Rico","San Juan",18.386932,-66.061127,NA,TRUE,"Armed Assault","Business","United States",NA,10,NA,NA,NA,"Firearms",0,0,NA,0,NA,NA,NA,NA,FALSE,"Republican","New Progressive Party",1981-11-05
"1606",1605,"Puerto Rico","Condado",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Utilities","Puerto Rico",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,FALSE,"Republican","New Progressive Party",1981-11-11
"1607",1606,"New York","Glen Cove",40.863958,-73.630786,FALSE,TRUE,"Armed Assault","Government (Diplomatic)","Soviet Union","Jewish Defense League (JDL)",NA,NA,NA,NA,"Firearms",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-11-14
"1608",1607,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Turkey","Justice Commandos for the Armenian Genocide",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-11-20
"1609",1608,"Virginia","Arlington",38.878742,-77.100006,TRUE,TRUE,"Hostage Taking (Barricade Incident)","Business","United States","May 19 Communist Order",2,1,FALSE,NA,"Firearms",0,0,0,0,0,0,1900,FALSE,FALSE,"Republican","Republican",1981-11-23
"1610",1609,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Utilities","Puerto Rico","Macheteros",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","New Progressive Party",1981-11-27
"1611",1610,"Puerto Rico","San Juan",18.386932,-66.061127,TRUE,TRUE,"Armed Assault","Military","United States","Macheteros",NA,NA,NA,NA,"Firearms",0,0,NA,1,NA,NA,NA,FALSE,FALSE,"Republican","New Progressive Party",1981-11-27
"1612",1611,"Puerto Rico","Santurce",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Utilities","Puerto Rico","Macheteros",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,1e+05,FALSE,FALSE,"Republican","New Progressive Party",1981-11-27
"1613",1612,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","Soviet Union","Jewish Defense League (JDL)",NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1981-12-01
"1614",1613,"Mississippi","Jackson",32.29869,-90.180489,FALSE,FALSE,"Facility/Infrastructure Attack","Journalists & Media","United States",NA,NA,NA,FALSE,NA,"Firearms",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Democrat",1981-12-19
"1615",1614,"Georgia","Metter",32.397265,-82.061054,TRUE,TRUE,"Hostage Taking (Barricade Incident)","Business","United States","May 19 Communist Order",5,5,FALSE,NA,"Firearms",0,0,0,0,0,0,5529,FALSE,FALSE,"Republican","Democrat",1981-12-21
