,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,nperps,nperpcap,claimed,claimmode_txt,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propvalue,INT_IDEO,INT_MISC,president_party,state_governor_party,date
1731,Puerto Rico,Hato Rey,18.386932,-66.061127,0,1,Bombing/Explosion,Government (General),United States,Macheteros,3.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,5000,0,0,Republican,New Progressive Party,10-30-1983
1732,Arkansas,Fulton,33.61441,-93.813484,0,1,Bombing/Explosion,Utilities,United States,"Covenant, Sword and the Arm of the Lord (CSA)",3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,Democrat,11-2-1983
1733,District of Columbia,Washington,38.908642,-77.015381,0,1,Bombing/Explosion,Government (General),United States,May 19 Communist Order,,,,,Explosives,0,,,0.0,,,265000,0,0,Republican,Nan,11-7-1983
1734,Arkansas,Texarkana,33.43096,-94.035794,0,1,Armed Assault,Business,United States,"Covenant, Sword and the Arm of the Lord (CSA)",0.0,1.0,1.0,0,,ruger .22 caliber semi-automatic pistol,1.0,1.0,0.0,0.0,0.0,Minor (likely < $1 million),0,0,Republican,Democrat,11-11-1983
1735,Washington,Everett,47.976575,-122.206419,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,45000,-9,0,Republican,Republican,12-3-1983
1736,New York,East Meadow,40.714017999999996,-73.559002,0,1,Bombing/Explosion,Military,United States,United Freedom Front (UFF),,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,12-13-1983
1737,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Business,United States,United Freedom Front (UFF),,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,12-15-1983
1738,Delaware,Dover,39.158035,-75.524734,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Army of God,3.0,3.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,100000,0,0,Republican,Republican,1-14-1984
1739,Texas,Dallas,32.778155,-96.795404,0,1,Assassination,Government (General),United States,Unknown,,,,,Explosives,1,,,0.0,,,,-9,0,Republican,Democrat,1-27-1984
1740,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,United Freedom Front (UFF),,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,1-29-1984
1741,Washington,Spokane,47.657162,-117.25506999999999,1,1,Hostage Taking (Barricade Incident),Business,United States,The Order (Silent Brotherhood),2.0,2.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,3600,0,0,Republican,Republican,1-30-1984
1742,Virginia,Norfolk,36.846825,-76.285069,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,1.0,Note left at scene,Explosives,0,0.0,0.0,0.0,0.0,0.0,1000,0,0,Republican,Democrat,2-17-1984
1743,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Government (Diplomatic),Soviet Union,Jewish Direct Action,,,,,Explosives,0,,,0.0,,,,1,1,Republican,Democrat,2-23-1984
1744,Maryland,College Park,38.988155,-76.93163299999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Army of God,3.0,3.0,1.0,Call (post-incident),Incendiary,0,0.0,0.0,0.0,0.0,0.0,85000,0,0,Republican,Democrat,2-28-1984
1745,Washington,Bellingham,48.75235,-122.47121899999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,60000,-9,0,Republican,Republican,3-4-1984
1746,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Religious Figures/Institutions,United States,Jewish Defense League (JDL),,,,,Explosives,0,,,0.0,,,500,0,0,Republican,Nan,3-15-1984
1747,Washington,Seattle,47.610786,-122.33130600000001,1,1,Facility/Infrastructure Attack,Business,United States,The Order (Silent Brotherhood),4.0,4.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,43345,0,0,Republican,Republican,3-16-1984
1748,New York,Harrison,40.970073,-73.712231,0,1,Bombing/Explosion,Business,United States,United Freedom Front (UFF),-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,Democrat,3-19-1984
1749,New York,New York City,40.697132,-73.931351,0,1,Hijacking,Airports & Aircraft,United States,Black Liberation Army,,,,,Explosives,0,0.0,,0.0,0.0,,,0,0,Republican,Democrat,3-25-1984
1750,Washington,Everett,47.976575,-122.206419,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,10000,-9,0,Republican,Republican,3-26-1984
1751,Louisiana,New Orleans,29.951027000000003,-90.071422,0,1,Hijacking,Airports & Aircraft,United States,Black Liberation Army,1.0,,,,Unknown,0,,,0.0,,,,0,0,Republican,Nan,3-28-1984
1752,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,Israel,May 19 Communist Order,,,,,Explosives,0,,,0.0,,,,1,1,Republican,Democrat,4-5-1984
1753,Washington,Everett,47.976575,-122.206419,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,70000,-9,0,Republican,Republican,4-19-1984
1754,District of Columbia,Washington,38.908642,-77.015381,0,1,Bombing/Explosion,Military,United States,May 19 Communist Order,,,,,Explosives,0,,,0.0,,,,0,0,Republican,Nan,4-20-1984
1755,Washington,Seattle,47.610786,-122.33130600000001,0,1,Bombing/Explosion,Business,United States,The Order (Silent Brotherhood),1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,Republican,4-22-1984
1756,Washington,Seattle,47.610786,-122.33130600000001,1,1,Facility/Infrastructure Attack,Business,United States,The Order (Silent Brotherhood),7.0,5.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,536000,0,0,Republican,Republican,4-23-1984
1757,Virginia,Norfolk,36.846825,-76.285069,1,1,Hostage Taking (Barricade Incident),Business,United States,United Freedom Front (UFF),-99.0,-99.0,0.0,,Unknown,0,,,,,,12820,0,0,Republican,Democrat,4-26-1984
1758,Idaho,Boise,43.618518,-116.214619,0,1,Bombing/Explosion,Religious Figures/Institutions,United States,The Order (Silent Brotherhood),2.0,2.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,4000,0,0,Republican,Democrat,4-29-1984
1759,Oregon,Forest Grove,45.519015,-123.11116899999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,1000,-9,0,Republican,Republican,5-12-1984
1760,California,San Francisco,37.755363,-122.443352,0,0,Assassination,Private Citizens & Property,Vietnam,Vietnamese Organization to Exterminate Communists and Restore the Nation,1.0,0.0,1.0,Letter,Firearms,1,0.0,0.0,1.0,0.0,0.0,,1,1,Republican,Nan,5-28-1984
1761,Virginia,Norfolk,36.846825,-76.285069,1,1,Hostage Taking (Barricade Incident),Business,United States,United Freedom Front (UFF),-99.0,-99.0,0.0,,Unknown,0,,,,,,197500,0,0,Republican,Democrat,6-5-1984
1762,Pennsylvania,Philadelphia,40.008171000000004,-75.13549,0,1,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Jamaat-al-Fuqra,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,-99,1,0,Republican,Republican,6-17-1984
1763,Washington,Seattle,47.610786,-122.33130600000001,0,1,Bombing/Explosion,Religious Figures/Institutions,United States,Jamaat-al-Fuqra,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,1,Republican,Republican,6-17-1984
1764,Colorado,Denver,39.758967999999996,-104.876305,0,1,Assassination,Journalists & Media,United States,The Order (Silent Brotherhood),3.0,2.0,0.0,,Firearms,1,1.0,0.0,0.0,0.0,0.0,,0,0,Republican,Democrat,6-18-1984
1765,Florida,Pensacola,30.420845,-87.217239,0,1,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,4.0,4.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,200000,-9,0,Republican,Democrat,6-25-1984
1766,California,Torrance,33.835848999999996,-118.340629,0,1,Facility/Infrastructure Attack,NGO,United States,Unknown,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,1.0,1.0,0.0,400000,-9,0,Republican,Nan,7-4-1984
1767,District of Columbia,Washington,38.908642,-77.015381,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,40000,0,0,Republican,Nan,7-4-1984
1768,Maryland,Annapolis,38.9767,-76.48993399999999,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,50000,0,0,Republican,Democrat,7-7-1984
1769,Oregon,The Dalles,45.601555,-121.183434,0,0,Unarmed Assault,Government (General),United States,Rajneeshees,,,,,Biological,0,0.0,0.0,0.0,0.0,0.0,,1,0,Republican,Republican,7-15-1984
1770,California,Ukiah,39.150935,-123.207904,1,1,Facility/Infrastructure Attack,Business,United States,The Order (Silent Brotherhood),12.0,10.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,3600000,0,0,Republican,Nan,7-19-1984
1771,Colorado,Denver,39.758967999999996,-104.876305,0,1,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Jamaat-al-Fuqra,2.0,2.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,200000,1,0,Republican,Democrat,8-1-1984
1772,Texas,Houston,29.813822,-95.36529499999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,30000,-9,0,Republican,Democrat,8-20-1984
1773,New York,Melville,40.792751,-73.416299,0,1,Bombing/Explosion,Business,United States,United Freedom Front (UFF),,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,8-22-1984
1774,Oregon,The Dalles,45.601555,-121.183434,0,1,Unarmed Assault,Government (General),United States,Rajneeshees,,,,,Biological,0,0.0,0.0,2.0,0.0,0.0,,1,0,Republican,Republican,8-29-1984
1775,Texas,Houston,29.813822,-95.36529499999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,90000,-9,0,Republican,Democrat,9-7-1984
1776,Texas,Houston,29.813822,-95.36529499999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,10000,-9,0,Republican,Democrat,9-7-1984
1777,Texas,Houston,29.813822,-95.36529499999999,0,0,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,9-8-1984
1778,Oregon,The Dalles,45.601555,-121.183434,0,1,Unarmed Assault,Business,United States,Rajneeshees,,,,,Biological,0,0.0,0.0,25.0,25.0,0.0,,1,0,Republican,Republican,9-9-1984
1779,Texas,Webster,29.533365000000003,-95.119139,0,1,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,1.0,0.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,9-9-1984
1780,Puerto Rico,San Juan,18.386932,-66.061127,0,1,Bombing/Explosion,Utilities,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,New Progressive Party,9-13-1984
1781,California,San Diego,32.715695000000004,-117.16171899999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,200000,-9,0,Republican,Nan,9-13-1984
1782,Georgia,Atlanta,33.764496,-84.43208299999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,5000,-9,0,Republican,Democrat,9-13-1984
1783,Oregon,The Dalles,45.601555,-121.183434,0,1,Unarmed Assault,Business,United States,Rajneeshees,,,,,Biological,0,0.0,0.0,751.0,751.0,0.0,,1,0,Republican,Republican,9-20-1984
1784,Georgia,Marietta,33.953195,-84.545879,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,15000,-9,0,Republican,Democrat,9-20-1984
1785,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Government (Diplomatic),South Africa,May 19 Communist Order,,,,,Explosives,0,,,0.0,,,,1,1,Republican,Democrat,9-26-1984
1786,New York,Tarrytown,41.080075,-73.858649,0,1,Bombing/Explosion,Business,United States,United Freedom Front (UFF),,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,9-26-1984
1787,California,Eureka,40.778828999999995,-124.135167,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Nan,10-15-1984
1788,District of Columbia,Washington,38.908642,-77.015381,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Nan,11-3-1984
1789,Texas,Houston,29.813822,-95.36529499999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,400000,-9,0,Republican,Democrat,11-11-1984
1790,Maryland,Rockville,39.081665,-77.15124,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,50000,0,0,Republican,Democrat,11-19-1984
1791,Maryland,Wheaton,39.04303,-77.05100300000001,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,500000,0,0,Republican,Democrat,11-19-1984
1792,Puerto Rico,Ponce,18.011091,-66.614182,0,1,Bombing/Explosion,Military,United States,Organization of Volunteers for the Puerto Rican Revolution,-99.0,-99.0,1.0,Call (post-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,5000,0,0,Republican,New Progressive Party,12-10-1984
1793,Puerto Rico,Rio Piedras,18.386932,-66.061127,0,1,Bombing/Explosion,Educational Institution,Puerto Rico,Organization of Volunteers for the Puerto Rican Revolution,-99.0,-99.0,1.0,Call (post-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,New Progressive Party,12-10-1984
1794,Puerto Rico,Cayey,18.11447,-66.169599,0,0,Bombing/Explosion,Military,United States,Organization of Volunteers for the Puerto Rican Revolution,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,New Progressive Party,12-10-1984
1795,Puerto Rico,Levittown,18.449995,-66.18151,0,1,Bombing/Explosion,Military,United States,Organization of Volunteers for the Puerto Rican Revolution,-99.0,-99.0,1.0,Call (post-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,New Progressive Party,12-10-1984
1796,Puerto Rico,Mayaguez,18.201318,-67.145125,0,0,Bombing/Explosion,Military,United States,Organization of Volunteers for the Puerto Rican Revolution,-99.0,-99.0,1.0,Call (post-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,New Progressive Party,12-10-1984
1797,Maryland,Suitland,38.84803,-76.923086,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Democrat,12-24-1984
1798,Florida,Pensacola,30.420845,-87.217239,0,1,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,4.0,4.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,162500,-9,0,Republican,Democrat,12-25-1984
1799,Florida,Pensacola,30.420845,-87.217239,0,1,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,4.0,4.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,100000,-9,0,Republican,Democrat,12-25-1984
1800,Florida,Pensacola,30.420845,-87.217239,0,1,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,4.0,4.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,87500,-9,0,Republican,Democrat,12-25-1984
1801,District of Columbia,Washington,38.908642,-77.015381,0,1,Bombing/Explosion,Abortion Related,United States,Army of God,3.0,3.0,1.0,Call (post-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,100000,0,0,Republican,Nan,1-1-1985
1802,Puerto Rico,San Juan,18.386932,-66.061127,0,1,Bombing/Explosion,Government (General),Puerto Rico,Macheteros,-99.0,-99.0,1.0,Note left at scene,Explosives,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Republican,Popular Democratic Party,1-25-1985
1803,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),,,,,Explosives,0,,,0.0,,,,1,1,Republican,Democrat,2-18-1985
1804,Texas,Mesquite,32.767133,-96.599114,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,2.0,2.0,0.0,1500000,-9,0,Republican,Democrat,2-22-1985
1805,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Police,United States,May 19 Communist Order,2.0,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,2-23-1985
1806,California,San Diego,32.715695000000004,-117.16171899999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,10000,-9,0,Republican,Nan,3-16-1985
1807,New York,New York City,40.697132,-73.931351,-9,0,Unarmed Assault,Food or Water Supply,United States,Unknown,1.0,,,,Radiological,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-15-1985
1808,California,Venice,33.987545000000004,-118.472154,1,0,Bombing/Explosion,Business,United States,Jewish Extremists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Nan,4-22-1985
1809,California,Berkeley,37.874043,-122.280022,0,1,Bombing/Explosion,Educational Institution,United States,Anti-Technology extremists,1.0,,,,Explosives,0,,,1.0,,,,-9,0,Republican,Nan,5-15-1985
1810,California,Northridge,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Private Citizens & Property,United States,Jewish Defense League (JDL),-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,1000,0,0,Republican,Nan,5-15-1985
1811,Ohio,Cleveland,41.479561,-81.675461,1,1,Facility/Infrastructure Attack,Private Citizens & Property,United States,White extremists,-99.0,-99.0,0.0,,Incendiary,1,1.0,0.0,0.0,0.0,0.0,-99,-9,0,Republican,Democrat,6-2-1985
1812,Washington,Auburn,47.307307,-122.22844099999999,-9,1,Bombing/Explosion,Business,United States,Anti-Technology extremists,1.0,,,,Explosives,0,0.0,,0.0,0.0,,,-9,0,Republican,Democrat,6-13-1985
1813,Texas,Houston,29.813822,-95.36529499999999,1,1,Bombing/Explosion,Religious Figures/Institutions,United States,Anti-Muslim extremists,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,50000,-9,-9,Republican,Democrat,6-22-1985
1814,Puerto Rico,Fajardo,18.325816,-65.65239,0,0,Bombing/Explosion,Military,Puerto Rico,Organization of Volunteers for the Puerto Rican Revolution,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Popular Democratic Party,7-3-1985
1815,Massachusetts,Boston,42.279265,-71.149497,0,1,Bombing/Explosion,Private Citizens & Property,United States,Jewish Defense League (JDL),,,,,Explosives,0,,,2.0,,,,0,0,Republican,Democrat,8-7-1985
1816,New Jersey,Paterson,40.916465,-74.171084,-9,1,Assassination,Private Citizens & Property,United States,Unknown,,,,,Explosives,0,,,4.0,,,,-9,0,Republican,Republican,8-15-1985
1817,Massachusetts,Cambridge,42.36679,-71.10601899999999,0,0,Bombing/Explosion,Private Citizens & Property,United States,Jewish Defense League (JDL),,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,8-17-1985
1818,New York,New York City,40.697132,-73.931351,-9,0,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Democrat,8-20-1985
1819,New York,New York City,40.697132,-73.931351,-9,0,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Democrat,8-20-1985
1820,New York,Brentwood,40.778737,-73.230184,0,1,Bombing/Explosion,Police,United States,Jewish Defense League (JDL),-99.0,-99.0,1.0,Call (post-incident),Incendiary,0,0.0,0.0,1.0,1.0,0.0,-99,0,0,Republican,Democrat,9-6-1985
1821,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Business,Haiti,Unknown,3.0,,,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,1,Republican,Democrat,9-27-1985
1822,Puerto Rico,Caguas,18.238723999999998,-66.035227,0,0,Bombing/Explosion,Utilities,Puerto Rico,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Popular Democratic Party,10-7-1985
1823,Puerto Rico,Caguas,18.238723999999998,-66.035227,0,0,Bombing/Explosion,Utilities,Puerto Rico,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Popular Democratic Party,10-7-1985
1824,California,Santa Ana,33.745573,-117.867834,-9,1,Assassination,Private Citizens & Property,Lebanon,Unknown,,,,,Explosives,1,,,0.0,,,,-9,1,Republican,Nan,10-11-1985
1825,North Carolina,Charlotte,35.2225,-80.837539,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,153000,-9,0,Republican,Republican,10-25-1985
1826,Louisiana,Baton Rouge,30.443334999999998,-91.186994,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,4.0,4.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,300000,-9,0,Republican,Nan,10-27-1985
1827,Louisiana,Baton Rouge,30.443334999999998,-91.186994,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,4.0,4.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,20000,-9,0,Republican,Nan,10-30-1985
1828,Puerto Rico,San Juan,18.386932,-66.061127,1,0,Assassination,Military,United States,Organization of Volunteers for the Puerto Rican Revolution,2.0,,,,Firearms,0,0.0,,1.0,1.0,,,0,0,Republican,Popular Democratic Party,11-6-1985
1829,Michigan,Ann Arbor,42.281875,-83.748479,0,1,Bombing/Explosion,Educational Institution,United States,Anti-Technology extremists,1.0,,,,Explosives,0,0.0,0.0,2.0,2.0,0.0,,-9,0,Republican,Democrat,11-15-1985
1830,Delaware,Dover,39.158035,-75.524734,1,1,Facility/Infrastructure Attack,NGO,United States,White extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,-99,-9,0,Republican,Republican,11-19-1985
1831,District of Columbia,Washington,38.908642,-77.015381,1,1,Facility/Infrastructure Attack,NGO,United States,Jewish Extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,500000,-9,0,Republican,Nan,11-29-1985
1832,Oregon,Portland,45.511795,-122.675629,0,0,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,12-2-1985
1833,Oregon,Portland,45.511795,-122.675629,0,0,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,12-2-1985
1834,Oregon,Portland,45.523062,-122.67648200000001,0,0,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,12-2-1985
1835,Oregon,Forest Grove,45.519015,-123.11116899999999,0,0,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,12-2-1985
1836,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,4.0,4.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,12-10-1985
1837,California,Sacramento,38.579065,-121.49101399999999,0,1,Bombing/Explosion,Business,United States,Anti-Technology extremists,1.0,1.0,0.0,,Explosives,1,1.0,0.0,0.0,0.0,0.0,-99,-9,-9,Republican,Nan,12-11-1985
1838,Ohio,Cincinnati,39.103175,-84.511981,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,-9,0,Republican,Democrat,12-30-1985
1839,Ohio,Cincinnati,39.103175,-84.511981,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,-9,0,Republican,Democrat,12-30-1985
1840,Ohio,Toledo,41.67086,-83.543846,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,20000,-9,0,Republican,Democrat,12-31-1985
1841,Puerto Rico,Guanica,17.97255,-66.908524,0,1,Bombing/Explosion,Government (General),United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Popular Democratic Party,1-6-1986
1842,Puerto Rico,Cidra,18.175791,-66.161278,0,1,Bombing/Explosion,Government (General),United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Popular Democratic Party,1-6-1986
1843,Puerto Rico,Toa Baja,18.44247,-66.253529,0,0,Bombing/Explosion,Military,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Popular Democratic Party,1-6-1986
1844,Puerto Rico,San Juan,18.386932,-66.061127,0,1,Bombing/Explosion,Government (General),United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Popular Democratic Party,1-6-1986
1845,Massachusetts,Boston,42.358635,-71.056699,0,0,Bombing/Explosion,Business,United States,Jewish Defense League (JDL),,,,,Explosives,0,0.0,,0.0,0.0,,,1,1,Republican,Democrat,1-6-1986
1846,California,Culver City,34.097865999999996,-118.407379,0,0,Bombing/Explosion,Government (General),United States,"Up the IRS, Inc",1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Nan,3-3-1986
