"","id","provstate","city","latitude","longitude","doubtterr","success","attacktype1_txt","targtype1_txt","natlty1_txt","gname","claimed","weaptype1_txt","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","president_party","state_governor_party","date"
"1351",1403,"New Jersey","Livingston",40.795495,-74.317414,TRUE,TRUE,"Armed Assault","Business","United States","May 19 Communist Order",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Democrat","1978-12-19"
"1352",1404,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Cuba","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1978-12-29"
"1353",1405,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1978-12-29"
"1354",1406,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-02-03"
"1355",1407,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-02-03"
"1356",1408,"Puerto Rico","Sabana Seca",18.426803,-66.184506,TRUE,FALSE,"Armed Assault","Military","United States","ROSADO-SOTO Command",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-02-10"
"1357",1409,"New York","Hempstead",40.70991,-73.622794,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,1,1,0,"Democratic","Democrat","1979-02-15"
"1358",1410,"Wisconsin","Milwaukee",43.064388,-87.966202,FALSE,TRUE,"Bombing/Explosion","Religious Figures/Institutions","United States","Croatian Nationalists",FALSE,"Explosives",0,0,0,1,1,0,"Democratic","Republican","1979-02-26"
"1359",1411,"New York","Eastchester",40.95956,-73.809557,FALSE,TRUE,"Bombing/Explosion","Business","United States","United Freedom Front (UFF)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-02-27"
"1360",1412,"Puerto Rico","Carolina",18.380782,-65.957387,FALSE,TRUE,"Bombing/Explosion","Military","United States","Revolutionary Commandos of the People (CRP)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-03-14"
"1361",1413,"Puerto Rico","Caguas",18.238724,-66.035227,FALSE,TRUE,"Bombing/Explosion","Military","United States","Revolutionary Commandos of the People (CRP)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-03-14"
"1362",1414,"Puerto Rico","Caguas",18.238724,-66.035227,FALSE,FALSE,"Bombing/Explosion","Military","United States","Revolutionary Commandos of the People (CRP)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-03-14"
"1363",1415,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States","Omega-7",FALSE,"Explosives",0,0,0,4,0,0,"Democratic","Democrat","1979-03-25"
"1364",1416,"New Jersey","Union City",40.769142,-74.031174,FALSE,TRUE,"Bombing/Explosion","Business","United States","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-03-25"
"1365",1417,"New Jersey","Weehawken",40.766387,-74.025431,FALSE,TRUE,"Bombing/Explosion","NGO","United States","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-03-25"
"1366",1418,"Florida","Miami",25.774591,-80.214195,NA,FALSE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-03-24"
"1367",1419,"Massachusetts","Boston",42.358635,-71.056699,NA,TRUE,"Facility/Infrastructure Attack","Airports & Aircraft","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic",NA,"1979-04-03"
"1368",1420,"California","Rossmore",33.793365,-118.07812,NA,TRUE,"Assassination","Private Citizens & Property","Croatia",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-04-06"
"1369",1421,"California","Cerritos",33.858448,-118.065204,NA,TRUE,"Assassination","Private Citizens & Property","Croatia",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-04-06"
"1370",1422,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Assassination","Business","Cuba","Omega-7",FALSE,"Firearms",1,0,0,0,0,0,"Democratic","New Progressive Party","1979-04-08"
"1371",1423,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Assassination","Business","United States","Omega-7",FALSE,"Firearms",1,0,0,0,0,0,"Democratic","New Progressive Party","1979-04-28"
"1372",1424,"Alabama","Bessemer",33.40203,-86.953994,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",1,0,0,3,0,0,"Democratic","Democrat, Republican","1979-05-02"
"1373",1425,"Illinois","Chicago",41.842602,-87.681229,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States","Anti-Technology extremists",FALSE,"Explosives",0,0,0,1,1,0,"Democratic","Republican","1979-05-09"
"1374",1426,"Hawaii","Kailua",21.402222,-157.739444,FALSE,TRUE,"Armed Assault","Military","United States","Hawaiian extremists",FALSE,"Firearms",1,1,0,1,1,0,"Democratic","Democrat","1979-05-17"
"1375",1427,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Cuba","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic",NA,"1979-05-19"
"1376",1428,"California","Los Angeles",34.097866,-118.407379,NA,TRUE,"Bombing/Explosion","Private Citizens & Property","Croatia",NA,FALSE,"Explosives",2,0,0,0,0,0,"Democratic","Democrat","1979-05-23"
"1377",1429,"Alabama","Decatur",34.607389,-86.979767,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Ku Klux Klan",FALSE,"Firearms",0,0,0,9,7,2,"Democratic","Democrat, Republican","1979-05-26"
"1378",1430,"Illinois","Chicago",41.842602,-87.681229,FALSE,FALSE,"Assassination","Government (General)","United States","International Committee Against Nazism",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-06-01"
"1379",1431,"Illinois","Cicero",41.84484,-87.746834,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States","International Committee Against Nazism",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-06-01"
"1380",1432,"New Jersey","Paterson",40.916465,-74.171084,FALSE,FALSE,"Bombing/Explosion","Private Citizens & Property","United States","International Committee Against Nazism",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-06-01"
"1381",1433,"Nebraska","Lincoln",40.81362,-96.707739,FALSE,FALSE,"Bombing/Explosion","Private Citizens & Property","United States","International Committee Against Nazism",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-06-03"
"1382",1434,"Virginia","Arlington",38.878742,-77.100006,FALSE,FALSE,"Assassination","Government (General)","United States","International Committee Against Nazism",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-06-04"
"1383",1435,"Puerto Rico","Mayaguez",18.201318,-67.145125,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-06-09"
"1384",1436,"New York","Mineola",40.748705,-73.642488,FALSE,FALSE,"Assassination","Private Citizens & Property","United States","The Jewish Execution with Silence",FALSE,"Melee",0,0,0,1,0,0,"Democratic","Democrat","1979-06-13"
"1385",1437,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Hijacking","Airports & Aircraft","United States","Serbian Nationalists",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-06-20"
"1386",1438,"Puerto Rico","San Juan",18.386932,-66.061127,TRUE,TRUE,"Bombing/Explosion","Military","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-06-29"
"1387",1439,"Georgia","Doraville",33.900942,-84.279003,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",1,1,0,0,0,0,"Democratic","Democrat","1979-07-12"
"1388",1440,"Puerto Rico","Ponce",18.011091,-66.614182,NA,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-07-17"
"1389",1442,"Virginia","Falls Church",38.887344,-77.17897,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",1,1,0,0,0,0,"Democratic","Republican","1979-08-18"
"1390",1443,"Florida","Hialeah",25.857518,-80.278182,FALSE,TRUE,"Bombing/Explosion","Religious Figures/Institutions","Cuba","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-09-08"
"1391",1444,"New Jersey","Paramus",40.944407,-74.070626,TRUE,TRUE,"Armed Assault","Business","United States","May 19 Communist Order",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Democrat","1979-09-11"
"1392",1445,"Puerto Rico","Guayama",17.984055,-66.113657,FALSE,TRUE,"Bombing/Explosion","Utilities","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-09-15"
"1393",1446,"Pennsylvania","Philadelphia",40.008171,-75.13549,FALSE,TRUE,"Bombing/Explosion","Religious Figures/Institutions","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-09-21"
"1394",1447,"Puerto Rico","Cieba",18.234921,-65.635338,FALSE,TRUE,"Hostage Taking (Barricade Incident)","Business","United States","Armed Forces of Popular Resistance (FARP)",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-10-02"
"1395",1448,"Illinois","Chicago",41.842602,-87.681229,TRUE,TRUE,"Bombing/Explosion","Military","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-10-17"
"1396",1449,"Illinois","Chicago",41.842602,-87.681229,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-10-18"
"1397",1450,"Illinois","Chicago",41.842602,-87.681229,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-10-18"
"1398",1451,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States","Puerto Rican Nationalists",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-10-18"
"1399",1452,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",TRUE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-10-18"
"1400",1453,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Military","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-10-19"
"1401",1454,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-10-19"
"1402",1455,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1979-10-19"
"1403",1456,"Oklahoma","Oklahoma City",35.472015,-97.520354,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",2,2,0,0,0,0,"Democratic","Democrat","1979-10-21"
"1404",1457,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Cuba","Omega-7",FALSE,"Explosives",0,0,0,2,0,0,"Democratic","Democrat","1979-10-27"
"1405",1458,"North Carolina","Greensboro",36.068994,-79.794704,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Ku Klux Klan",FALSE,"Firearms",5,5,0,10,10,0,"Democratic","Democrat","1979-11-03"
"1406",1459,"Wisconsin","Milwaukee",43.064388,-87.966202,FALSE,FALSE,"Bombing/Explosion","Educational Institution","United States","East Side Action Committee",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-11-09"
"1407",1460,"Illinois","Chicago",41.842602,-87.681229,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States","Anti-Technology extremists",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-11-15"
"1408",1461,"New York","New York City",40.697132,-73.931351,NA,TRUE,"Bombing/Explosion","Business","Israel",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1979-11-18"
"1409",1462,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Facility/Infrastructure Attack","Business","United States","Jewish Defense League (JDL)",TRUE,"Other",0,0,0,0,0,0,"Democratic","Democrat","1979-11-18"
"1410",1463,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Religious Figures/Institutions","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1979-11-21"
"1411",1464,"Illinois","Chicago",41.842602,-87.681229,FALSE,TRUE,"Bombing/Explosion","Military","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-11-23"
"1412",1465,"Illinois","Chicago",41.842602,-87.681229,TRUE,TRUE,"Bombing/Explosion","Military","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-11-24"
"1413",1466,"Illinois","Chicago",41.842602,-87.681229,FALSE,TRUE,"Bombing/Explosion","Military","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1979-11-24"
"1414",1467,"New Jersey","Union City",40.769142,-74.031174,TRUE,TRUE,"Assassination","Private Citizens & Property","United States","Omega-7",FALSE,"Firearms",1,0,0,0,0,0,"Democratic","Democrat","1979-11-25"
"1415",1468,"Puerto Rico","San Juan",18.386932,-66.061127,TRUE,TRUE,"Armed Assault","Military","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Firearms",2,0,0,8,8,0,"Democratic","New Progressive Party","1979-12-03"
"1416",1469,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Croatian Freedom Fighters",TRUE,"Explosives",0,0,0,3,3,0,"Democratic","Democrat","1979-12-04"
"1417",1470,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Cuba","Omega-7",FALSE,"Explosives",0,0,0,2,0,0,"Democratic","Democrat","1979-12-07"
"1418",1471,"Puerto Rico","Cieba",18.234921,-65.635338,TRUE,TRUE,"Armed Assault","Military","United States","Puerto Rican Nationalists",FALSE,"Firearms",0,0,0,2,0,0,"Democratic","New Progressive Party","1979-12-09"
"1419",1472,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Soviet Union","Omega-7",FALSE,"Explosives",0,0,0,8,0,0,"Democratic","Democrat","1979-12-11"
"1420",1473,"Puerto Rico","San Juan",18.386932,-66.061127,TRUE,TRUE,"Hostage Taking (Kidnapping)","Military","United States",NA,FALSE,NA,0,0,0,0,0,0,"Democratic","New Progressive Party","1979-12-16"
"1421",1474,"Tennessee","Norris",36.195815,-84.068336,FALSE,TRUE,"Bombing/Explosion","Police","United States",NA,FALSE,"Explosives",0,0,0,2,0,0,"Democratic","Republican","1979-12-24"
"1422",1475,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-01-07"
"1423",1476,"Indiana","Indianapolis",39.76691,-86.149964,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",1,1,0,0,0,0,"Democratic","Republican","1980-01-12"
"1424",1477,"Florida","Miami",25.774591,-80.214195,FALSE,TRUE,"Bombing/Explosion","Business","United States","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-01-13"
"1425",1478,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","Soviet Union",NA,FALSE,"Explosives",0,0,0,4,0,0,"Democratic","Democrat","1980-01-13"
"1426",1479,"Indiana","Indianapolis",39.76691,-86.149964,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",1,1,0,0,0,0,"Democratic","Republican","1980-01-14"
"1427",1480,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","United States","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-01-20"
"1428",1481,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","Taiwan",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-01-22"
"1429",1482,"Georgia","Atlanta",33.764496,-84.432083,NA,TRUE,"Hijacking","Airports & Aircraft","United States","Black American Moslems",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Democrat","1980-01-25"
"1430",1483,"Virginia","Arlington",38.878742,-77.100006,FALSE,TRUE,"Facility/Infrastructure Attack","Journalists & Media","United States","Action Squad",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1980-01-26"
"1431",1484,"New Jersey","Union City",40.769142,-74.031174,FALSE,TRUE,"Bombing/Explosion","Business","United States","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-01-30"
"1432",1486,"New York","Greenburgh",41.039559,-73.87149,TRUE,FALSE,"Hostage Taking (Barricade Incident)","Business","United States","May 19 Communist Order",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Democrat","1980-02-20"
"1433",1487,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Government (Diplomatic)","Soviet Union",NA,FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Democrat","1980-02-21"
"1434",1488,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Armed Assault","Military","United States","Macheteros",TRUE,"Firearms",0,0,0,1,1,0,"Democratic","New Progressive Party","1980-03-12"
"1435",1489,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Government (Diplomatic)","Angola","Omega-7",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1980-03-13"
"1436",1490,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Hostage Taking (Kidnapping)","Government (General)","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Democrat","1980-03-15"
"1437",1491,"Illinois","Chicago",41.842602,-87.681229,FALSE,TRUE,"Hostage Taking (Kidnapping)","Government (General)","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Republican","1980-03-15"
"1438",1492,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","Yugoslavia","Croatian Freedom Fighters",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-03-17"
"1439",1493,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","Cuba","Omega-7",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-03-25"
"1440",1494,"Puerto Rico","San Juan",18.462737,-66.142517,FALSE,TRUE,"Bombing/Explosion","Utilities","United States","Grupo Estrella",FALSE,"Explosives",0,0,0,1,0,0,"Democratic","New Progressive Party","1980-04-11"
"1441",1495,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Hostage Taking (Kidnapping)","Private Citizens & Property","United States","Grupo Estrella",FALSE,NA,0,0,0,0,0,0,"Democratic","New Progressive Party","1980-04-11"
"1442",1496,"Georgia","Wrightsville",32.729505,-82.719069,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Ku Klux Klan",FALSE,"Firearms",0,0,0,1,1,0,"Democratic","Democrat","1980-04-19"
"1443",1497,"Tennessee","Chattanooga",35.04644,-85.309464,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Ku Klux Klan",FALSE,"Firearms",0,0,0,4,4,0,"Democratic","Republican","1980-04-19"
"1444",1498,"New York","Inwood",40616,-73.746614,TRUE,TRUE,"Armed Assault","Business","United States","May 19 Communist Order",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Democrat","1980-04-22"
"1445",1499,"Wisconsin","Tomah",43.97257,-90.504769,TRUE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",1,1,0,0,0,0,"Democratic","Republican","1980-05-01"
"1446",1500,"New York","Mineola",40.748705,-73.642488,FALSE,FALSE,"Facility/Infrastructure Attack","Private Citizens & Property","Soviet Union","Jewish Defense League (JDL)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1980-05-12"
"1447",1501,"Indiana","Fort Wayne",41.079273,-85.139351,FALSE,FALSE,"Assassination","NGO","United States","White extremists",FALSE,"Firearms",0,0,0,1,1,0,"Democratic","Republican","1980-05-29"
"1448",1502,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Yugoslavia","Croatian Freedom Fighters",FALSE,"Explosives",0,0,0,0,0,0,"Democratic",NA,"1980-06-03"
"1449",1503,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States","Croatian Freedom Fighters",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-06-04"
"1450",1504,"Ohio","Cincinnati",39.174345,-84.475014,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",2,2,0,0,0,0,"Democratic","Republican","1980-06-08"
"1451",1505,"Illinois","Lake Forest",42.251035,-87.841729,NA,FALSE,"Bombing/Explosion","Airports & Aircraft","United States","Anti-Technology extremists",FALSE,"Explosives",0,0,0,1,1,0,"Democratic","Republican","1980-06-10"
"1452",1506,"California","Beverly Hills",34.081074,-118.394081,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Iran",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-06-10"
"1453",1507,"Pennsylvania","Johnstown",40.32726,-78.918354,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",2,2,0,0,0,0,"Democratic","Republican","1980-06-15"
"1454",1508,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Facility/Infrastructure Attack","Journalists & Media","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic",NA,"1980-06-16"
"1455",1509,"Puerto Rico","Juana Diaz",18.051399,-66.506689,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States","Organization of Volunteers for the Puerto Rican Revolution",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-07-14"
"1456",1510,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States","Organization of Volunteers for the Puerto Rican Revolution",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-07-14"
"1457",1513,"Puerto Rico","Mayaguez",18.201318,-67.145125,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States","Organization of Volunteers for the Puerto Rican Revolution",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-07-14"
"1458",1514,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (General)","Israel","Jewish Defense League (JDL)",FALSE,NA,0,0,0,0,0,0,"Democratic","Democrat","1980-07-17"
"1459",1516,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Revolutionary Commandos of the People (CRP)",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-07-21"
"1460",1517,"Maryland","Bethesda",38.98637,-77.096919,FALSE,TRUE,"Assassination","Private Citizens & Property","Iran","Black Muslims",FALSE,"Firearms",1,0,0,0,0,0,"Democratic","Democrat","1980-07-22"
"1461",1518,"California","Torrance",33.835849,-118.340629,FALSE,TRUE,"Assassination","Private Citizens & Property","China","Worldwide Organization of Native Taiwanese",FALSE,NA,1,0,0,0,0,0,"Democratic","Democrat","1980-07-30"
"1462",1519,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Assassination","Private Citizens & Property","Iran","Black American Moslems",FALSE,"Firearms",1,0,0,0,0,0,"Democratic","Democrat","1980-07-31"
"1463",1520,"Michigan","Detroit",42.331685,-83.047924,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Ku Klux Klan",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Republican","1980-08-04"
"1464",1521,"California","Berkeley",37.874043,-122.280022,FALSE,FALSE,"Bombing/Explosion","Educational Institution","Iran",NA,FALSE,"Explosives",0,0,0,1,0,0,"Democratic","Democrat","1980-08-20"
"1465",1522,"Utah","Salt Lake City",40.759505,-111.888229,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",2,2,0,1,1,0,"Democratic","Democrat","1980-08-20"
"1466",1523,"Puerto Rico","Yauco",18.03496,-66.849844,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-08-25"
"1467",1524,"Puerto Rico","Hato Rey",18.386932,-66.061127,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1980-08-25"
"1468",1525,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Assassination","Government (Diplomatic)","Cuba","Omega-7",FALSE,"Firearms",1,0,0,0,0,0,"Democratic","Democrat","1980-09-12"
"1469",1526,"California","Berkeley",37.874043,-122.280022,FALSE,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-09-20"
"1470",1527,"Arizona","Phoenix",33.44826,-112.075774,FALSE,TRUE,"Facility/Infrastructure Attack","Journalists & Media","United States","Jewish Defense League (JDL)",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1980-09-30"
"1471",1528,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Armed Assault","Journalists & Media","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1980-10-01"
"1472",1529,"Connecticut","Manchester",41.76857,-72.520664,FALSE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","White extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1980-10-02"
